country,field,year,disclosed_investment,complete
Bulgaria,Data and analytics,2016,0,True
Belarus,General purpose,2017,2,True
Chile,NLP,2022,2,True
China (mainland),Agriculture,2022,2,True
Colombia,Speech Recognition,2021,1,True
Cyprus,Finance,2017,1,True
Czechia,Robotics,2021,1,True
Germany,Sports,2022,7,True
Denmark,Community and Lifestyle,2023,0,True
Egypt,Professional services,2024,1,False
Egypt,"Sales, retail, commerce, marketing",2021,6,True
Estonia,Lending and Investments,2014,21,True
Estonia,"Sales, retail, commerce, marketing",2020,0,True
Finland,Education,2018,0,True
France,"Military, public safety and government",2021,1,True
France,Navigation and mapping,2022,11,True
Ghana,Finance,2022,11,True
Ghana,Healthcare and Life Sciences,2022,1,True
Ghana,All,2023,0,True
Greece,Media and Entertainment,2023,0,True
Croatia,Consumer goods,2021,3,True
Hungary,Media and Entertainment,2020,2,True
Hungary,Media and Entertainment,2024,4,False
Indonesia,"Mobile, platforms & Internet services",2022,0,True
India,Facial Recognition,2021,0,True
Ireland,Sports,2020,6,True
Ireland,Finance,2018,0,True
Iceland,Hardware,2018,2,True
Iceland,Education,2020,0,True
Israel,Education,2021,1,True
Italy,Telecommunications,2023,0,True
Italy,Robotics,2019,1,True
Italy,Real estate,2016,0,True
Italy,Agriculture,2024,0,False
Italy,"Military, public safety and government",2017,2,True
Japan,Navigation and mapping,2024,5,False
South Korea,Agriculture,2021,1,True
Lebanon,General purpose,2019,0,True
Lebanon,All,2020,0,True
Sri Lanka,"Sales, retail, commerce, marketing",2017,2,True
Sri Lanka,"Sales, retail, commerce, marketing",2022,0,True
Sri Lanka,Media and Entertainment,2019,1,True
Lithuania,"Mobile, platforms & Internet services",2016,0,True
Luxembourg,"Mobile, platforms & Internet services",2018,1,True
Luxembourg,Information Technology,2016,0,True
Mexico,Community and Lifestyle,2023,0,True
Malta,Software,2022,100,True
Nigeria,"Mobile, platforms & Internet services",2023,2,True
Norway,Consumer goods,2015,0,True
Peru,Software,2021,1,True
Philippines,Software,2016,0,True
Philippines,Software,2021,1,True
Poland,NLP,2016,3,True
Poland,Biotechnology,2023,2,True
Poland,"Military, public safety and government",2022,3,True
Poland,Consumer goods,2019,1,True
Qatar,Software,2018,0,True
Russia,Healthcare and Life Sciences,2024,0,False
Sweden,Community and Lifestyle,2017,9,True
Taiwan,Privacy and Security,2018,3,True
Uganda,"Mobile, platforms & Internet services",2022,0,True
Ukraine,"Mobile, platforms & Internet services",2023,0,True
Ukraine,Professional services,2021,0,True
Uruguay,All,2022,5,True
Vietnam,Lending and Investments,2018,0,True
South Africa,Agriculture,2020,8,True
South Africa,Consumer goods,2018,1,True
South Africa,Education,2017,4,True
Australia,General purpose,2017,18,True
Australia,Computer Vision,2021,6,True
Austria,Information Technology,2022,13,True
Belgium,Software,2015,26,True
Belgium,Hardware,2018,8,True
Brazil,Information Technology,2021,74,True
Brazil,Professional services,2020,128,True
Brazil,Software,2015,1,True
Brazil,All,2014,1,True
Canada,Transportation,2022,12,True
Canada,Hardware,2018,81,True
Canada,"Sales, retail, commerce, marketing",2019,141,True
Canada,Computer Vision,2021,70,True
Canada,Finance,2023,67,True
Switzerland,Transportation,2019,54,True
Switzerland,Cyber Security,2018,3,True
Chile,Data and analytics,2023,3,True
China (mainland),Robotics,2020,242,True
China (mainland),Biotechnology,2021,135,True
China (mainland),Data and analytics,2018,3110,True
China (mainland),Media and Entertainment,2018,178,True
China (mainland),Other,2018,765,True
Cyprus,Software,2023,0,True
Czechia,"Sales, retail, commerce, marketing",2020,2,True
Germany,Professional services,2020,9,True
Germany,Community and Lifestyle,2017,5,True
Germany,Community and Lifestyle,2023,10,True
Germany,Real estate,2014,1,True
Germany,Lending and Investments,2020,15,True
Germany,Media and Entertainment,2017,16,True
Germany,"Mobile, platforms & Internet services",2014,0,True
Spain,Transportation,2014,0,True
Spain,General purpose,2023,68,True
Spain,"Sales, retail, commerce, marketing",2015,3,True
Spain,Data and analytics,2017,53,True
Estonia,Software,2017,1,True
France,Hardware,2019,61,True
France,Hardware,2021,42,True
France,Finance,2020,28,True
France,All,2021,1713,True
France,Energy and natural resources,2022,12,True
France,Real estate,2020,9,True
France,Other,2017,31,True
France,Other,2020,8,True
United Kingdom,Community and Lifestyle,2021,44,True
United Kingdom,Agriculture,2024,1,False
United Kingdom,Energy and natural resources,2024,77,False
United Kingdom,Information Technology,2021,1255,True
United Kingdom,Education,2018,18,True
Greece,All,2021,14,True
Greece,All,2023,110,True
Hungary,Software,2024,6,False
India,Data and analytics,2016,48,True
India,Data and analytics,2017,37,True
India,Lending and Investments,2017,3,True
India,Lending and Investments,2023,1,True
India,"Mobile, platforms & Internet services",2015,383,True
India,Other,2022,861,True
Ireland,Data and analytics,2023,172,True
Iceland,Software,2021,3,True
Israel,Community and Lifestyle,2021,8,True
Israel,NLP,2023,20,True
Israel,Data and analytics,2024,1827,False
Israel,Information Technology,2023,76,True
Israel,Media and Entertainment,2021,33,True
Italy,All,2016,12,True
Japan,General purpose,2014,18,True
Japan,Robotics,2018,60,True
Japan,Manufacturing,2017,5,True
Japan,"Sales, retail, commerce, marketing",2018,78,True
Japan,"Sales, retail, commerce, marketing",2022,11,True
Japan,Biotechnology,2018,54,True
Japan,Professional services,2019,23,True
Japan,Media and Entertainment,2014,8,True
Malaysia,Data and analytics,2023,61,True
Netherlands,Information Technology,2021,141,True
Netherlands,Information Technology,2023,210,True
Netherlands,General purpose,2019,53,True
Poland,Data and analytics,2024,16,False
Poland,"Sales, retail, commerce, marketing",2016,6,True
Portugal,Hardware,2020,2,True
Russia,Information Technology,2015,1,True
Russia,Software,2018,6,True
Saudi Arabia,Software,2023,12,True
Singapore,Hardware,2021,98,True
Singapore,Finance,2017,10,True
Singapore,"Sales, retail, commerce, marketing",2019,121,True
Singapore,Navigation and mapping,2016,1,True
Slovakia,All,2023,22,True
Sweden,All,2016,42,True
Sweden,"Mobile, platforms & Internet services",2014,0,True
Turkey,Information Technology,2018,2,True
Turkey,All,2023,21,True
Turkey,Software,2014,0,True
United States,"Sales, retail, commerce, marketing",2018,2266,True
United States,"Sales, retail, commerce, marketing",2023,992,True
United States,Transportation,2020,4423,True
United States,General purpose,2021,25501,True
United States,"Mobile, platforms & Internet services",2020,2506,True
United States,Energy and natural resources,2016,86,True
United States,Navigation and mapping,2019,53,True
Germany,Energy and natural resources,2017,5,True
Germany,Energy and natural resources,2023,19,True
Peru,All,2015,0,True
Lithuania,Software,2017,0,True
Norway,"Mobile, platforms & Internet services",2019,182,True
Poland,Finance,2016,1,True
Romania,All,2023,45,True
Austria,Biotechnology,2022,1,True
Denmark,Data and analytics,2015,6,True
Finland,Healthcare and Life Sciences,2016,1,True
Finland,Other,2020,5,True
France,Computer Vision,2015,1,True
Indonesia,General purpose,2023,8,True
Japan,Privacy and Security,2021,9,True
South Korea,Robotics,2015,0,True
Portugal,Healthcare and Life Sciences,2019,2,True
Sweden,Computer Vision,2019,0,True
Sweden,Computer Vision,2021,0,True
Taiwan,"Sales, retail, commerce, marketing",2018,2,True
Croatia,Data and analytics,2023,195,True
Malaysia,Information Technology,2024,9,False
Brazil,Healthcare and Life Sciences,2019,2,True
Switzerland,Real estate,2018,0,True
Hungary,Healthcare and Life Sciences,2017,0,True
Singapore,Robotics,2024,0,False
Serbia,All,2022,8,True
United Arab Emirates,Information Technology,2021,801,True
Brazil,NLP,2022,70,True
Brazil,Computer Vision,2024,0,False
Switzerland,Community and Lifestyle,2020,2,True
Denmark,Information Technology,2017,0,True
Egypt,Data and analytics,2023,2,True
Kenya,Data and analytics,2019,0,True
Kenya,Finance,2018,1,True
Kenya,Agriculture,2020,5,True
Nigeria,General purpose,2021,1,True
Poland,Hardware,2017,2,True
Poland,Hardware,2024,1,False
Belgium,Computer Vision,2021,0,True
India,Cyber Security,2023,1,True
Sri Lanka,All,2018,2,True
Nigeria,Information Technology,2020,0,True
Poland,Manufacturing,2024,1,False
South Africa,General purpose,2018,1,True
Malaysia,"Sales, retail, commerce, marketing",2023,58,True
United Arab Emirates,Other,2020,0,True
United Arab Emirates,Other,2023,16,True
Kazakhstan,Data and analytics,2024,0,False
South Korea,Semiconductor,2023,8,True
Colombia,Healthcare and Life Sciences,2021,0,True
Dominican Republic,Data and analytics,2020,0,True
Vietnam,Other,2024,0,False
Puerto Rico,Information Technology,2022,1,True
Saint Kitts and Nevis,Media and Entertainment,2021,0,True
Ghana,Other,2021,0,True
Côte d'Ivoire,All,2024,1,False
Georgia,General purpose,2022,0,True
Tajikistan,All,2024,1,False
Tajikistan,Software,2023,0,True
Côte d'Ivoire,General purpose,2023,0,True
Albania,All,2019,7,True
United Arab Emirates,Energy and natural resources,2019,0,True
Belgium,Speech Recognition,2019,0,True
Bulgaria,"Mobile, platforms & Internet services",2014,0,True
Bulgaria,Transportation,2014,0,True
Bulgaria,Software,2021,0,True
Bosnia and Herzegovina,General purpose,2016,0,True
Belize,"Mobile, platforms & Internet services",2022,20,True
Bermuda,Professional services,2017,11,True
Brazil,Manufacturing,2023,0,True
Botswana,Software,2016,0,True
Canada,Speech Recognition,2017,21,True
Chile,Transportation,2020,2,True
Chile,Community and Lifestyle,2021,29,True
China (mainland),"Military, public safety and government",2018,8,True
China (mainland),Navigation and mapping,2016,2,True
China (mainland),Simulation,2024,28,False
Colombia,"Mobile, platforms & Internet services",2017,0,True
Cayman Islands (the),Other,2019,0,True
Cyprus,Gaming,2016,1,True
Czechia,Healthcare and Life Sciences,2020,1,True
Germany,Semiconductor,2024,250,False
Denmark,Consumer goods,2019,1,True
Egypt,Agriculture,2021,0,True
Estonia,Cyber Security,2022,25,True
Estonia,Education,2017,1,True
Finland,Transportation,2019,217,True
Finland,Biotechnology,2017,2,True
Finland,Lending and Investments,2018,1,True
Croatia,Real estate,2015,0,True
Croatia,"Mobile, platforms & Internet services",2020,0,True
Croatia,Transportation,2021,3,True
Croatia,Manufacturing,2020,1,True
Hungary,Other,2014,0,True
Iceland,Finance,2021,0,True
Italy,NLP,2020,0,True
Japan,Energy and natural resources,2016,2,True
Kenya,Other,2019,0,True
Sri Lanka,Data and analytics,2023,3,True
Lithuania,"Mobile, platforms & Internet services",2024,1,False
Luxembourg,"Mobile, platforms & Internet services",2024,22,False
Luxembourg,Navigation and mapping,2018,1,True
Luxembourg,NLP,2018,0,True
Luxembourg,Software,2015,0,True
Latvia,Consumer goods,2016,0,True
Latvia,"Mobile, platforms & Internet services",2022,0,True
Mexico,Hardware,2015,0,True
Malta,Other,2021,25,True
Mongolia,Other,2019,0,True
Malaysia,Consumer goods,2018,0,True
Norway,Transportation,2023,0,True
New Zealand,Community and Lifestyle,2023,13,True
Pakistan,"Sales, retail, commerce, marketing",2020,0,True
Poland,Other,2018,0,True
Puerto Rico,All,2022,1,True
Portugal,Finance,2022,2,True
Romania,Media and Entertainment,2020,0,True
Romania,Computer Vision,2022,0,True
Romania,Education,2017,0,True
Russia,Healthcare and Life Sciences,2020,5,True
Saudi Arabia,Community and Lifestyle,2021,8,True
Singapore,Consumer goods,2016,0,True
Singapore,Consumer goods,2017,1,True
Serbia,Software,2018,0,True
Slovakia,"Mobile, platforms & Internet services",2014,1,True
Slovakia,Information Technology,2020,7,True
Sweden,Manufacturing,2016,0,True
Sweden,Education,2016,1,True
Sweden,Education,2017,3,True
Sweden,Gaming,2020,1,True
Tunisia,Information Technology,2024,2,False
Turkey,Education,2016,0,True
Taiwan,Finance,2021,0,True
Uganda,Data and analytics,2023,0,True
Ukraine,Agriculture,2016,0,True
Ukraine,Information Technology,2014,0,True
Uruguay,All,2024,2,False
Uruguay,Community and Lifestyle,2023,0,True
Vietnam,Education,2023,0,True
Ireland,Biotechnology,2014,0,True
Ireland,Biotechnology,2023,16,True
Iceland,General purpose,2018,2,True
Australia,All,2023,349,True
Australia,Transportation,2021,13,True
Belgium,"Mobile, platforms & Internet services",2017,89,True
Belgium,"Sales, retail, commerce, marketing",2021,22,True
Belgium,General purpose,2016,1,True
Belgium,General purpose,2018,14,True
Belgium,Finance,2020,6,True
Canada,Community and Lifestyle,2023,8,True
Canada,NLP,2021,65,True
Canada,Biotechnology,2014,2,True
Canada,Finance,2024,29,False
Switzerland,Software,2019,236,True
Switzerland,Robotics,2018,5,True
Switzerland,General purpose,2024,220,False
Chile,General purpose,2023,3,True
Chile,Software,2017,1,True
Chile,Data and analytics,2021,34,True
China (mainland),Robotics,2018,355,True
China (mainland),"Mobile, platforms & Internet services",2018,1584,True
China (mainland),Hardware,2016,324,True
China (mainland),Privacy and Security,2015,3,True
China (mainland),NLP,2023,0,True
Colombia,All,2021,16,True
Germany,Transportation,2018,12,True
Germany,Lending and Investments,2015,215,True
Germany,Information Technology,2020,139,True
Germany,Information Technology,2022,288,True
Germany,All,2017,457,True
Germany,Finance,2022,38,True
Germany,Media and Entertainment,2020,4,True
Germany,"Mobile, platforms & Internet services",2022,104,True
Spain,Hardware,2018,15,True
Spain,Media and Entertainment,2020,8,True
Spain,Healthcare and Life Sciences,2023,39,True
Spain,All,2016,48,True
Spain,Energy and natural resources,2020,1,True
Spain,Energy and natural resources,2022,4,True
Spain,Other,2018,5,True
Estonia,All,2015,10,True
Estonia,Information Technology,2016,2,True
Finland,"Sales, retail, commerce, marketing",2019,200,True
Finland,"Sales, retail, commerce, marketing",2020,5,True
France,Professional services,2016,3,True
France,Robotics,2018,32,True
France,Real estate,2018,11,True
France,Transportation,2014,3,True
France,Other,2018,26,True
France,Other,2024,29,False
United Kingdom,Consumer goods,2022,45,True
United Kingdom,Cyber Security,2014,4,True
United Kingdom,NLP,2021,8,True
United Kingdom,NLP,2022,31,True
United Kingdom,Energy and natural resources,2019,30,True
United Kingdom,Robotics,2024,22,False
United Kingdom,General purpose,2016,586,True
United Kingdom,Finance,2024,234,False
Greece,All,2014,0,True
India,All,2017,108,True
India,Consumer goods,2023,2329,True
India,General purpose,2018,51,True
India,Education,2017,9,True
Ireland,General purpose,2024,11,False
Ireland,Community and Lifestyle,2014,9,True
Ireland,Hardware,2016,3,True
Ireland,Other,2018,10,True
Israel,"Mobile, platforms & Internet services",2018,61,True
Israel,Finance,2018,41,True
Israel,Real estate,2015,1,True
Israel,Transportation,2024,226,False
Israel,Consumer goods,2022,116,True
Italy,All,2017,7,True
